readout_class	unit	feature	contrast	effect	effect_type	ci_low	ci_high	se	stat	pvalue	padj_own	hypothesis	tier	n_per_arm	dataset	padj_confirmatory	padj_exploratory	mde	mde_scale	abs_effect_lt_mde	clears_mde	trend_call	n_panel	n_set_total	panel_cov_frac	detection_padj	level_padj	mean_among_expr_max	call_class	interpretable	dose_confounded	independent
DE	Endothelial	Ptprc	SBRT_vs_Ctrl	-0.0587415061709438	log2FC	-0.396694241521391	0.279211229179503	0.172424864974718	-0.512662398807369	0.608187496392581	0.85563188762235		exploratory	12	Mutter_02		0.85563188762235	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.753469814611389	0.91357014971548	1.37	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ptprcap	SBRT_vs_Ctrl	-0.238306227272443	log2FC	-0.721239340234356	0.24462688568947	0.246394445388731	-1.70786719536149	0.0876609873578803	0.350643949431521		exploratory	12	Mutter_02		0.350643949431521	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.442765271025236	0.748072642881169	1.21	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Pttg1	SBRT_vs_Ctrl	0.558671274996547	log2FC	0.111059956863317	1.00628259312978	0.228373121496546	3.17651708025028	0.00149055011986925	0.0329953916060174		exploratory	12	Mutter_02		0.0329953916060174	0.80711066725836	log2_fold_change	TRUE	FALSE	up				0.128861474030114	0.468055454249858	1.42	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Qrfpr	SBRT_vs_Ctrl	0.0804822909451905	log2FC	-0.293038892882349	0.45400347477273	0.190572032565071	0.700534424041088	0.483593614864199	0.779031352272703		exploratory	12	Mutter_02		0.779031352272703	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.811106591273274	0.864939496134263	1.18	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Rack1	SBRT_vs_Ctrl	-0.026727647520701	log2FC	-0.375122464871699	0.321667169830297	0.177752457832142	-0.243856821040782	0.807341711548716	0.916542653262239		exploratory	12	Mutter_02		0.916542653262239	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.936842542160371	0.936025493317608	2.49	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Rag1	SBRT_vs_Ctrl	0.050803078733164	log2FC	-0.271371310284395	0.372977467750723	0.164374688274265	0.443459744947488	0.657433229953268	0.862599058911495		exploratory	12	Mutter_02		0.862599058911495	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.748615194225879	0.755411738451518	1.23	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ramp1	SBRT_vs_Ctrl	-0.106238373525619	log2FC	-0.468831499335366	0.256354752284128	0.184996492760075	-0.886237082305842	0.375489785157592	0.708924714377534		exploratory	12	Mutter_02		0.708924714377534	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.844379596366577	0.744037139931256	1.2	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ramp2	SBRT_vs_Ctrl	0.263790605843344	log2FC	-0.294082142872135	0.821663354558823	0.284628953426265	1.83712835307066	0.0661909494200546	0.317178965748891		exploratory	12	Mutter_02		0.317178965748891	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.388216809431154	0.813723338804475	1.65	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Ramp3	SBRT_vs_Ctrl	-0.0874221262707997	log2FC	-0.444642193021322	0.269797940479722	0.182255136097205	-0.750876743725257	0.452726837683784	0.764159851505722		exploratory	12	Mutter_02		0.764159851505722	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.635110883041814	0.766723802153511	1.46	ambiguous	TRUE	FALSE	TRUE
DE	Endothelial	Rara	SBRT_vs_Ctrl	0.054222716436808	log2FC	-0.350749100695263	0.459194533568879	0.206618274046975	0.556834115668676	0.577640772470117	0.840783495182144		exploratory	12	Mutter_02		0.840783495182144	0.80711066725836	log2_fold_change	TRUE	FALSE	below-floor				0.875445797940411	0.804904437908995	1.14	ambiguous	TRUE	FALSE	TRUE
