sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0005	Adipocyte	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.520407956464918	0.0124436535371592	0.519294959128065	3757	MBRT_day6	144	Mutter_01	sld0001	160	64	0.4
sam0006	Adipocyte	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.524809089321883	0.0149963608038604	0.523062840599455	2618	SBRT_4h	4	Mutter_01	sld0004	160	64	0.4
sam0007	Adipocyte	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.52513189008834	0.0145598470554379	0.5235439373297	1570	SBRT_day2	48	Mutter_01	sld0002	160	64	0.4
sam0008	Adipocyte	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.520805178181103	0.0128529900799663	0.519686648501363	3185	SBRT_day6	144	Mutter_01	sld0002	160	64	0.4
sam0001	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.0106092566623457	0.427109192133845	-0.148871011495049	1393	Control	0	Mutter_01	sld0002	112	6	0.0536
sam0002	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.0414527149176869	0.477500237831258	-0.148310345786634	678	MBRT_1h	1	Mutter_01	sld0004	112	6	0.0536
sam0003	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0122550905736722	0.40892632348848	-0.150867091655699	3003	MBRT_4h	4	Mutter_01	sld0004	112	6	0.0536
sam0004	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0202258912813472	0.395077282107326	-0.150249549106979	3027	MBRT_day2	48	Mutter_01	sld0001	112	6	0.0536
sam0005	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0112607006488806	0.415172777554674	-0.151067217046545	3757	MBRT_day6	144	Mutter_01	sld0001	112	6	0.0536
sam0006	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.00162640142770321	0.422585504468504	-0.150867091655699	2618	SBRT_4h	4	Mutter_01	sld0004	112	6	0.0536
sam0007	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.00910145423588419	0.423695359505923	-0.142928184436478	1570	SBRT_day2	48	Mutter_01	sld0002	112	6	0.0536
sam0008	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.0205976084152412	0.443143840528684	-0.145303462482346	3185	SBRT_day6	144	Mutter_01	sld0002	112	6	0.0536
sam0001	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.501445483650486	0.0397019313556728	0.485472794506075	1393	Control	0	Mutter_01	sld0002	112	6	0.0536
sam0002	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.50524535095661	0.0438338768233224	0.486529318541997	678	MBRT_1h	1	Mutter_01	sld0004	112	6	0.0536
sam0003	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.499352176848216	0.0379732261835212	0.485472794506075	3003	MBRT_4h	4	Mutter_01	sld0004	112	6	0.0536
sam0004	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.499058802409472	0.0366810568279197	0.486001056524036	3027	MBRT_day2	48	Mutter_01	sld0001	112	6	0.0536
sam0005	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.500802704236593	0.0375381425087423	0.487057580559958	3757	MBRT_day6	144	Mutter_01	sld0001	112	6	0.0536
sam0006	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.500456226288239	0.0391475861053697	0.485472794506075	2618	SBRT_4h	4	Mutter_01	sld0004	112	6	0.0536
sam0007	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.500679338225645	0.0386149082324302	0.486001056524036	1570	SBRT_day2	48	Mutter_01	sld0002	112	6	0.0536
sam0008	Adipocyte	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.502631220312907	0.0400220115758949	0.487057580559958	3185	SBRT_day6	144	Mutter_01	sld0002	112	6	0.0536
sam0001	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0421042926643533	0.329906018752737	-0.128497506128737	1393	Control	0	Mutter_01	sld0002	75	13	0.1733
sam0002	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0786544050475838	0.301510175051352	-0.170898133129626	678	MBRT_1h	1	Mutter_01	sld0004	75	13	0.1733
sam0003	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0515023380962013	0.332110962447364	-0.147616731103406	3003	MBRT_4h	4	Mutter_01	sld0004	75	13	0.1733
sam0004	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0473286404339296	0.316028452358774	-0.145100795507286	3027	MBRT_day2	48	Mutter_01	sld0001	75	13	0.1733
sam0005	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0513612524225102	0.295151353838536	-0.151919106707756	3757	MBRT_day6	144	Mutter_01	sld0001	75	13	0.1733
sam0006	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0486781496947669	0.331740523119549	-0.145360953568941	2618	SBRT_4h	4	Mutter_01	sld0004	75	13	0.1733
sam0007	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0435774479573147	0.338471377218961	-0.144983191913133	1570	SBRT_day2	48	Mutter_01	sld0002	75	13	0.1733
sam0008	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0830762927034217	0.286015513453168	-0.174892606921761	3185	SBRT_day6	144	Mutter_01	sld0002	75	13	0.1733
sam0001	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.510656864198166	0.032280363209269	0.499388204584387	1393	Control	0	Mutter_01	sld0002	75	13	0.1733
sam0002	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.505036273392302	0.0286433146318465	0.492046659597031	678	MBRT_1h	1	Mutter_01	sld0004	75	13	0.1733
sam0003	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.509143642066392	0.031341543371203	0.493637327677625	3003	MBRT_4h	4	Mutter_01	sld0004	75	13	0.1733
sam0004	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.508380000502857	0.0297151507623089	0.493107104984093	3027	MBRT_day2	48	Mutter_01	sld0001	75	13	0.1733
sam0005	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.504710406740439	0.0267701670773378	0.492046659597031	3757	MBRT_day6	144	Mutter_01	sld0001	75	13	0.1733
sam0006	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.508980352814176	0.0315864143133348	0.494167550371156	2618	SBRT_4h	4	Mutter_01	sld0004	75	13	0.1733
sam0007	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.510140762304882	0.0321809832136466	0.493637327677625	1570	SBRT_day2	48	Mutter_01	sld0002	75	13	0.1733
sam0008	Adipocyte	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.503046824407224	0.0259218391902173	0.491516436903499	3185	SBRT_day6	144	Mutter_01	sld0002	75	13	0.1733
sam0001	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.00982372118551972	0.23217570527281	-0.0214088283890898	1393	Control	0	Mutter_01	sld0002	139	28	0.2014
sam0002	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.0153256529592927	0.219867542235269	-0.0130316180628573	678	MBRT_1h	1	Mutter_01	sld0004	139	28	0.2014
sam0003	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.00791015250528293	0.219144044468845	-0.0333798602541538	3003	MBRT_4h	4	Mutter_01	sld0004	139	28	0.2014
sam0004	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.00607297759715315	0.219280529881414	-0.0126347035225444	3027	MBRT_day2	48	Mutter_01	sld0001	139	28	0.2014
sam0005	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.00202861142977752	0.207095361646197	-0.0215072389111655	3757	MBRT_day6	144	Mutter_01	sld0001	139	28	0.2014
sam0006	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.0103018276486403	0.212824961033931	-0.027195909359804	2618	SBRT_4h	4	Mutter_01	sld0004	139	28	0.2014
sam0007	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.00801219305481246	0.209024607150112	-0.0279534339745249	1570	SBRT_day2	48	Mutter_01	sld0002	139	28	0.2014
sam0008	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.000530212086719299	0.211303547919499	-0.0232018510725376	3185	SBRT_day6	144	Mutter_01	sld0002	139	28	0.2014
sam0001	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.513863054843805	0.0223225360981464	0.510880354279606	1393	Control	0	Mutter_01	sld0002	139	28	0.2014
sam0002	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.512921652439941	0.0205686340962762	0.51025998320226	678	MBRT_1h	1	Mutter_01	sld0004	139	28	0.2014
sam0003	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.511491047701631	0.0207230653191772	0.509257845308086	3003	MBRT_4h	4	Mutter_01	sld0004	139	28	0.2014
sam0004	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.512839251904526	0.0205294712970392	0.510384057417729	3027	MBRT_day2	48	Mutter_01	sld0001	139	28	0.2014
sam0005	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.509907946336573	0.0187844036716708	0.508685195082843	3757	MBRT_day6	144	Mutter_01	sld0001	139	28	0.2014
sam0006	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.51056035115081	0.0202522138593797	0.508666106742002	2618	SBRT_4h	4	Mutter_01	sld0004	139	28	0.2014
sam0007	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.511790321019693	0.0195901289630013	0.509945025578377	1570	SBRT_day2	48	Mutter_01	sld0002	139	28	0.2014
sam0008	Adipocyte	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	UCell	0.510856507338255	0.0192041478443104	0.508742460105368	3185	SBRT_day6	144	Mutter_01	sld0002	139	28	0.2014
sam0001	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0160683507717632	0.164555273367685	-0.0315548476706761	1393	Control	0	Mutter_01	sld0002	196	42	0.2143
sam0002	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0187475553722697	0.164949164298708	-0.0411907685730226	678	MBRT_1h	1	Mutter_01	sld0004	196	42	0.2143
sam0003	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0226524751391723	0.165168462688889	-0.0401076846899414	3003	MBRT_4h	4	Mutter_01	sld0004	196	42	0.2143
sam0004	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.00272075749141689	0.173004657896591	-0.019328686653072	3027	MBRT_day2	48	Mutter_01	sld0001	196	42	0.2143
sam0005	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0168335631050737	0.156454192135564	-0.0337412980825502	3757	MBRT_day6	144	Mutter_01	sld0001	196	42	0.2143
sam0006	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0325284141108059	0.159448068829365	-0.046670162509528	2618	SBRT_4h	4	Mutter_01	sld0004	196	42	0.2143
sam0007	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.0134384235021266	0.166419225137241	-0.0296548434609098	1570	SBRT_day2	48	Mutter_01	sld0002	196	42	0.2143
sam0008	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	AMS	-0.00734100252371521	0.161511168751695	-0.0234256200762308	3185	SBRT_day6	144	Mutter_01	sld0002	196	42	0.2143
sam0001	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.512703215468137	0.0160015583298671	0.510821345231685	1393	Control	0	Mutter_01	sld0002	196	42	0.2143
sam0002	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.511354080409937	0.0157349110334118	0.509718696309973	678	MBRT_1h	1	Mutter_01	sld0004	196	42	0.2143
sam0003	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.511699094897804	0.0157609191986368	0.509744339308152	3003	MBRT_4h	4	Mutter_01	sld0004	196	42	0.2143
sam0004	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.513620862587593	0.0164153916579791	0.511885529656127	3027	MBRT_day2	48	Mutter_01	sld0001	196	42	0.2143
sam0005	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.511542089575641	0.0145219206626295	0.509757160807242	3757	MBRT_day6	144	Mutter_01	sld0001	196	42	0.2143
sam0006	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.510505724784652	0.0153653280963766	0.508930174115958	2618	SBRT_4h	4	Mutter_01	sld0004	196	42	0.2143
sam0007	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.51245120276278	0.0156728963252357	0.510770059235326	1570	SBRT_day2	48	Mutter_01	sld0002	196	42	0.2143
sam0008	Adipocyte	HALLMARK_COMPLEMENT	MSigDB_Hallmark	exploratory	UCell	0.512954508556368	0.015116800934681	0.511103418211657	3185	SBRT_day6	144	Mutter_01	sld0002	196	42	0.2143
sam0001	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0226552310128655	0.552594651289465	-0.194812866485337	1393	Control	0	Mutter_01	sld0002	150	5	0.0333
sam0002	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0913559714118309	0.587017223417951	-0.137561696677783	678	MBRT_1h	1	Mutter_01	sld0004	150	5	0.0333
sam0003	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.068056699863051	0.58987863300287	-0.187973494735567	3003	MBRT_4h	4	Mutter_01	sld0004	150	5	0.0333
sam0004	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0149193330677821	0.534801966372654	-0.197054168936014	3027	MBRT_day2	48	Mutter_01	sld0001	150	5	0.0333
sam0005	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0797974371302324	0.568287446022215	-0.143344395158552	3757	MBRT_day6	144	Mutter_01	sld0001	150	5	0.0333
sam0006	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.122882149662494	0.604364958709072	-0.14084942899085	2618	SBRT_4h	4	Mutter_01	sld0004	150	5	0.0333
sam0007	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0506380765868171	0.581179191693955	-0.188734818016335	1570	SBRT_day2	48	Mutter_01	sld0002	150	5	0.0333
sam0008	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	AMS	0.0537359874140957	0.548414240877929	-0.141590231798295	3185	SBRT_day6	144	Mutter_01	sld0002	150	5	0.0333
sam0001	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.510088911899973	0.0516327863107253	0.485744456177402	1393	Control	0	Mutter_01	sld0002	150	5	0.0333
sam0002	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.515162304186797	0.0554945511191999	0.487328405491024	678	MBRT_1h	1	Mutter_01	sld0004	150	5	0.0333
sam0003	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.514375135600058	0.0550332063643175	0.486800422386484	3003	MBRT_4h	4	Mutter_01	sld0004	150	5	0.0333
sam0004	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.509803810757741	0.0494974847404208	0.486800422386484	3027	MBRT_day2	48	Mutter_01	sld0001	150	5	0.0333
sam0005	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.512140463461519	0.0515393838830914	0.487856388595565	3757	MBRT_day6	144	Mutter_01	sld0001	150	5	0.0333
sam0006	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.518273902630072	0.0572560459982915	0.487856388595565	2618	SBRT_4h	4	Mutter_01	sld0004	150	5	0.0333
sam0007	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.512450917748975	0.0541269012123457	0.487328405491024	1570	SBRT_day2	48	Mutter_01	sld0002	150	5	0.0333
sam0008	Adipocyte	HALLMARK_DNA_REPAIR	MSigDB_Hallmark	exploratory	UCell	0.510267008598584	0.0499820781336459	0.487856388595565	3185	SBRT_day6	144	Mutter_01	sld0002	150	5	0.0333
sam0001	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.020461090233547	0.284585140935267	-0.0580372260511304	1393	Control	0	Mutter_01	sld0002	200	20	0.1
sam0002	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0186928536364399	0.273580347996493	-0.073284934548618	678	MBRT_1h	1	Mutter_01	sld0004	200	20	0.1
sam0003	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0409444677336641	0.279276192729731	-0.091807091714994	3003	MBRT_4h	4	Mutter_01	sld0004	200	20	0.1
sam0004	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0688433611137542	0.249325317619731	-0.121139073390612	3027	MBRT_day2	48	Mutter_01	sld0001	200	20	0.1
sam0005	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0385784133266454	0.243173174523349	-0.0982923566033156	3757	MBRT_day6	144	Mutter_01	sld0001	200	20	0.1
sam0006	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0177713103279888	0.279235616305081	-0.0674064676434023	2618	SBRT_4h	4	Mutter_01	sld0004	200	20	0.1
sam0007	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.041842334098753	0.262185410238744	-0.0843096013847229	1570	SBRT_day2	48	Mutter_01	sld0002	200	20	0.1
sam0008	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	AMS	-0.0253600541026534	0.254803321217217	-0.0799776313563671	3185	SBRT_day6	144	Mutter_01	sld0002	200	20	0.1
sam0001	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.511780773402479	0.0271534314745702	0.508914316125599	1393	Control	0	Mutter_01	sld0002	200	20	0.1
sam0002	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.510814647532658	0.0257730221512484	0.507211282597126	678	MBRT_1h	1	Mutter_01	sld0004	200	20	0.1
sam0003	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.50971495242384	0.0260148215199952	0.506306546035125	3003	MBRT_4h	4	Mutter_01	sld0004	200	20	0.1
sam0004	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.506943724327424	0.0228347568507638	0.503086748270357	3027	MBRT_day2	48	Mutter_01	sld0001	200	20	0.1
sam0005	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.506994238747949	0.0218463661115462	0.503139968068121	3757	MBRT_day6	144	Mutter_01	sld0001	200	20	0.1
sam0006	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.510688671907875	0.0260839679892465	0.507490686535391	2618	SBRT_4h	4	Mutter_01	sld0004	200	20	0.1
sam0007	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.509486056074007	0.0243022518852932	0.506293241085684	1570	SBRT_day2	48	Mutter_01	sld0002	200	20	0.1
sam0008	Adipocyte	HALLMARK_E2F_TARGETS	MSigDB_Hallmark	exploratory	UCell	0.508721137449944	0.0231886078608839	0.506758914316126	3185	SBRT_day6	144	Mutter_01	sld0002	200	20	0.1
sam0001	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.0502615196834926	0.173308736440767	0.0273398247307216	1393	Control	0	Mutter_01	sld0002	206	72	0.3495
sam0002	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.0750266861021101	0.175038029974769	0.0460371951114272	678	MBRT_1h	1	Mutter_01	sld0004	206	72	0.3495
sam0003	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.0212201667975013	0.146659719110142	0.00683070029527072	3003	MBRT_4h	4	Mutter_01	sld0004	206	72	0.3495
sam0004	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.021648598070616	0.147235912616152	0.00216290991765544	3027	MBRT_day2	48	Mutter_01	sld0001	206	72	0.3495
sam0005	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	-0.00522168723230962	0.129787891625222	-0.0180933514739043	3757	MBRT_day6	144	Mutter_01	sld0001	206	72	0.3495
sam0006	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.0202739339959041	0.144002259099464	0.00271071820466701	2618	SBRT_4h	4	Mutter_01	sld0004	206	72	0.3495
sam0007	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	0.00331924543619435	0.13319693166255	-0.0131912820942034	1570	SBRT_day2	48	Mutter_01	sld0002	206	72	0.3495
sam0008	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	AMS	-0.0141955847672548	0.131335696217799	-0.0313747008643319	3185	SBRT_day6	144	Mutter_01	sld0002	206	72	0.3495
sam0001	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.525518793872054	0.0168841702985896	0.522927689594356	1393	Control	0	Mutter_01	sld0002	206	72	0.3495
sam0002	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.527668680955054	0.0172171462346818	0.524562123700055	678	MBRT_1h	1	Mutter_01	sld0004	206	72	0.3495
sam0003	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.522582788797895	0.0141104694031031	0.521240041354984	3003	MBRT_4h	4	Mutter_01	sld0004	206	72	0.3495
sam0004	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.522542912405794	0.0140941135155338	0.52073830809463	3027	MBRT_day2	48	Mutter_01	sld0001	206	72	0.3495
sam0005	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.519596841759073	0.0121460548938104	0.518488110442134	3757	MBRT_day6	144	Mutter_01	sld0001	206	72	0.3495
sam0006	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.522411234318411	0.0139204013382577	0.520829532323785	2618	SBRT_4h	4	Mutter_01	sld0004	206	72	0.3495
sam0007	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.520709923995303	0.0127106462683171	0.519122879036672	1570	SBRT_day2	48	Mutter_01	sld0002	206	72	0.3495
sam0008	Adipocyte	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	MSigDB_Hallmark	exploratory	UCell	0.519049471219306	0.0123682776341951	0.517423827768655	3185	SBRT_day6	144	Mutter_01	sld0002	206	72	0.3495
sam0001	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0456861443172756	0.174149190886659	-0.0712395218179827	1393	Control	0	Mutter_01	sld0002	200	33	0.165
sam0002	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0360199993885704	0.171138725901217	-0.0525403702185251	678	MBRT_1h	1	Mutter_01	sld0004	200	33	0.165
sam0003	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0299644420584262	0.17645020344051	-0.0486824541782797	3003	MBRT_4h	4	Mutter_01	sld0004	200	33	0.165
sam0004	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0315165458190198	0.176039892948726	-0.0530573068979714	3027	MBRT_day2	48	Mutter_01	sld0001	200	33	0.165
sam0005	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0298814079881149	0.170312423844663	-0.0463039002873448	3757	MBRT_day6	144	Mutter_01	sld0001	200	33	0.165
sam0006	Adipocyte	HALLMARK_ESTROGEN_RESPONSE_EARLY	MSigDB_Hallmark	exploratory	AMS	-0.0172883395533681	0.185642088917376	-0.0361263820384706	2618	SBRT_4h	4	Mutter_01	sld0004	200	33	0.165
