sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0020	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0384359955557433	0.132388646512009	-0.00780352140182893	10	SBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0021	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0665765008544339	0.144267369830717	0.0964098750719477	4	Control	48	Mutter_02	sld0008	199	38	0.191
sam0022	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0138298777144814	0.211965571271406	-0.0637763409546127	13	MBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0023	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0304015025178425	0.130059796245866	0.0362185472615278	13	SBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0012	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.512960710930111	0.013332040780873	0.509064170366809	18	Control	48	Mutter_02	sld0005	199	38	0.191
sam0013	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.508000944749722	0.0149920276674881	0.505472439831443	37	MBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0014	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.507707608623924	0.0140966723926562	0.507777369269493	15	SBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0015	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.510231847020218	0.0168188396135675	0.505840097287819	33	Control	48	Mutter_02	sld0006	199	38	0.191
sam0016	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.510082298707543	0.0194510253285756	0.5092055770808	15	MBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0017	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.501746372917786	0.00642933426147443	0.501746372917786	2	SBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0018	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.497501814719496	0.0217552833172861	0.497447608812466	6	Control	48	Mutter_02	sld0007	199	38	0.191
sam0019	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.496984501824147	0.0130921560980109	0.491918606295427	4	MBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0020	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.514668118442264	0.0153078122532898	0.509955032664951	10	SBRT_day2	48	Mutter_02	sld0007	199	38	0.191
sam0021	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.514929013829577	0.0152132743646889	0.518679826918182	4	Control	48	Mutter_02	sld0008	199	38	0.191
sam0022	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.506123998459755	0.0208337488040412	0.499109137701858	13	MBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0023	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	UCell	0.510471711042994	0.0146745331158132	0.508272292768461	13	SBRT_day2	48	Mutter_02	sld0008	199	38	0.191
sam0012	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	0.0603500383941517	0.361736639141405	-0.0963002687434323	18	Control	48	Mutter_02	sld0005	44	10	0.2273
sam0013	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0723182751675147	0.274752126769828	-0.146230088335613	37	MBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0014	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.142133860770977	0.226322765268361	-0.230476591515995	15	SBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0015	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0753491317910611	0.304922769137818	-0.181806926808688	33	Control	48	Mutter_02	sld0006	44	10	0.2273
sam0016	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.0969285853314203	0.199513070655455	-0.16634831085096	15	MBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0017	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	0.106835102306821	0.475133563611476	0.106835102306821	2	SBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0018	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.185349631525346	0.104318668097079	-0.14243073816673	6	Control	48	Mutter_02	sld0007	44	10	0.2273
sam0019	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.157496232054962	0.271148179002753	-0.277965689980376	4	MBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0020	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.147244217512976	0.221944887805006	-0.228294008442928	10	SBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0021	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.237335232937156	0.242779553588118	-0.193228883905471	4	Control	48	Mutter_02	sld0008	44	10	0.2273
sam0022	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.146066462613525	0.302014706058355	-0.198016486940542	13	MBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0023	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	AMS	-0.153950994433873	0.238029193865234	-0.206423783704381	13	SBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0012	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.503882124580907	0.0355284770521751	0.486500794070937	18	Control	48	Mutter_02	sld0005	44	10	0.2273
sam0013	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.489282188488118	0.0266152352786416	0.481206987824246	37	MBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0014	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.483825657314276	0.0273837693582947	0.476442562202223	15	SBRT_day2	48	Mutter_02	sld0005	44	10	0.2273
sam0015	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.493225532187946	0.032201979302278	0.481736368448915	33	Control	48	Mutter_02	sld0006	44	10	0.2273
sam0016	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.487796011999294	0.0211976632484394	0.481736368448915	15	MBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0017	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.506034939121228	0.0425985980407777	0.506034939121228	2	SBRT_day2	48	Mutter_02	sld0006	44	10	0.2273
sam0018	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.477254279160049	0.0163514240921614	0.480148226574907	6	Control	48	Mutter_02	sld0007	44	10	0.2273
sam0019	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.476085230280572	0.0243186256142112	0.468237162519852	4	MBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0020	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.482493382742192	0.0299740615082154	0.473266278454209	10	SBRT_day2	48	Mutter_02	sld0007	44	10	0.2273
sam0021	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.479168872419269	0.0257561854283355	0.478030704076231	4	Control	48	Mutter_02	sld0008	44	10	0.2273
sam0022	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.48585332084538	0.0274479825552725	0.475913181577554	13	MBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0023	Neutrophils	HALLMARK_APICAL_SURFACE	MSigDB_Hallmark	exploratory	UCell	0.48087714297349	0.0240346494833646	0.476971942826893	13	SBRT_day2	48	Mutter_02	sld0008	44	10	0.2273
sam0012	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.1323652901389	0.144382175246152	0.1334500919602	18	Control	48	Mutter_02	sld0005	160	64	0.4
sam0013	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.105387109084563	0.181476524412156	0.114367204931254	37	MBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0014	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0576842632146075	0.163419748833971	0.0944756080581672	15	SBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0015	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0738998283783249	0.135758083400486	0.0984295468102555	33	Control	48	Mutter_02	sld0006	160	64	0.4
sam0016	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.118221959684402	0.125184728395089	0.104177634455026	15	MBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0017	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0394933725577232	0.0893071233069256	0.0394933725577232	2	SBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0018	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.22106940418607	0.204078847333644	0.197025725731881	6	Control	48	Mutter_02	sld0007	160	64	0.4
sam0019	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.107191759078449	0.210520352646845	0.169109892522362	4	MBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0020	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0983498031548861	0.126578031419612	0.0932936753656543	10	SBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0021	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.104824294484012	0.231720752917037	0.0820805030516933	4	Control	48	Mutter_02	sld0008	160	64	0.4
sam0022	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.116193087439133	0.178456910095247	0.0568869734762419	13	MBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0023	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	AMS	0.0374575765902519	0.16514237746857	-0.0253666738666291	13	SBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0012	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.537061005146836	0.0149798851327742	0.537844856948229	18	Control	48	Mutter_02	sld0005	160	64	0.4
sam0013	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.536529521687901	0.0209473362160936	0.535601158038147	37	MBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0014	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.529674159854678	0.0182122220811825	0.530713555858311	15	SBRT_day2	48	Mutter_02	sld0005	160	64	0.4
sam0015	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.532886425563537	0.0141991381511738	0.533574591280654	33	Control	48	Mutter_02	sld0006	160	64	0.4
sam0016	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.533911217075386	0.0142542644486316	0.532314373297003	15	MBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0017	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.527188351498638	0.00698436534550741	0.527188351498638	2	SBRT_day2	48	Mutter_02	sld0006	160	64	0.4
sam0018	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.552442381925522	0.0293032353537192	0.550187329700272	6	Control	48	Mutter_02	sld0007	160	64	0.4
sam0019	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.538904972752044	0.0231445589737104	0.546010728882834	4	MBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0020	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.537209638964578	0.0165083797768077	0.5390625	10	SBRT_day2	48	Mutter_02	sld0007	160	64	0.4
sam0021	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.538643136920981	0.0340792019354523	0.533493698910082	4	Control	48	Mutter_02	sld0008	160	64	0.4
sam0022	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.539455826870677	0.0241442118083893	0.532254768392371	13	MBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0023	Neutrophils	HALLMARK_APOPTOSIS	MSigDB_Hallmark	exploratory	UCell	0.530030391951373	0.01719661463484	0.522820163487738	13	SBRT_day2	48	Mutter_02	sld0008	160	64	0.4
sam0012	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.1120300762394	0.316141818933026	-0.131210125125365	18	Control	48	Mutter_02	sld0005	112	6	0.0536
sam0013	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.00761495220303273	0.528608569684223	-0.18546672828359	37	MBRT_day2	48	Mutter_02	sld0005	112	6	0.0536
sam0014	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0412076827966012	0.469356800805959	-0.169533831087282	15	SBRT_day2	48	Mutter_02	sld0005	112	6	0.0536
sam0015	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0446574586436573	0.366215036404672	-0.214416025024545	33	Control	48	Mutter_02	sld0006	112	6	0.0536
sam0016	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.0877860241368285	0.426533741985849	-0.143116367497383	15	MBRT_day2	48	Mutter_02	sld0006	112	6	0.0536
sam0017	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.194298915936107	0.0188524207236735	-0.194298915936107	2	SBRT_day2	48	Mutter_02	sld0006	112	6	0.0536
sam0018	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.181971899078031	0.429833961763878	0.280137804907844	6	Control	48	Mutter_02	sld0007	112	6	0.0536
sam0019	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.328819168886937	0.0757503747647977	-0.336766859696146	4	MBRT_day2	48	Mutter_02	sld0007	112	6	0.0536
sam0020	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	0.256693790779292	0.512855195914084	0.333091208461954	10	SBRT_day2	48	Mutter_02	sld0007	112	6	0.0536
sam0021	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.130110967371079	0.534813646910687	-0.325888785480917	4	Control	48	Mutter_02	sld0008	112	6	0.0536
sam0022	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.0372023913233872	0.396205537533327	-0.164337289979911	13	MBRT_day2	48	Mutter_02	sld0008	112	6	0.0536
sam0023	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	AMS	-0.324127393047698	0.146486742246514	-0.292520542787548	13	SBRT_day2	48	Mutter_02	sld0008	112	6	0.0536
sam0012	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.487282581049089	0.0287134218432422	0.481774960380349	18	Control	48	Mutter_02	sld0005	112	6	0.0536
sam0013	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.496637683642438	0.054656731345536	0.47649234020074	37	MBRT_day2	48	Mutter_02	sld0005	112	6	0.0536
sam0014	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.497311733286377	0.0528991843040175	0.4770206022187	15	SBRT_day2	48	Mutter_02	sld0005	112	6	0.0536
sam0015	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.494421232931534	0.0381326475383791	0.4770206022187	33	Control	48	Mutter_02	sld0006	112	6	0.0536
sam0016	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.510007630451371	0.0474286909957541	0.48230322239831	15	MBRT_day2	48	Mutter_02	sld0006	112	6	0.0536
sam0017	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.479661912308505	0.00672367779258211	0.479661912308505	2	SBRT_day2	48	Mutter_02	sld0006	112	6	0.0536
sam0018	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.5154663379703	0.0481918481934882	0.536053882725832	6	Control	48	Mutter_02	sld0007	112	6	0.0536
sam0019	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.461965134706815	0.00628757565464242	0.461965134706815	4	MBRT_day2	48	Mutter_02	sld0007	112	6	0.0536
sam0020	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.532954745553795	0.0489158114945619	0.539355520338088	10	SBRT_day2	48	Mutter_02	sld0007	112	6	0.0536
sam0021	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.475545870751893	0.0624883238986108	0.461172741679873	4	Control	48	Mutter_02	sld0008	112	6	0.0536
sam0022	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.491100816774351	0.0434509033013334	0.474907554146857	13	MBRT_day2	48	Mutter_02	sld0008	112	6	0.0536
sam0023	Neutrophils	HALLMARK_BILE_ACID_METABOLISM	MSigDB_Hallmark	exploratory	UCell	0.468446503311797	0.0141832102488684	0.472794506075013	13	SBRT_day2	48	Mutter_02	sld0008	112	6	0.0536
sam0012	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.165919574035175	0.367412574237868	-0.194748801975885	18	Control	48	Mutter_02	sld0005	75	13	0.1733
sam0013	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.176302991687435	0.420724656421408	-0.193385846135585	37	MBRT_day2	48	Mutter_02	sld0005	75	13	0.1733
sam0014	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.328348811827901	0.341907137095777	-0.23872895541746	15	SBRT_day2	48	Mutter_02	sld0005	75	13	0.1733
sam0015	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.115040633577378	0.286647929807613	-0.13218088899244	33	Control	48	Mutter_02	sld0006	75	13	0.1733
sam0016	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0808406700950537	0.289043161139575	-0.107319280742918	15	MBRT_day2	48	Mutter_02	sld0006	75	13	0.1733
sam0017	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.104492568354505	0.357960156090059	-0.104492568354505	2	SBRT_day2	48	Mutter_02	sld0006	75	13	0.1733
sam0018	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	0.0646687339866412	0.497018311377186	-0.0181171091449697	6	Control	48	Mutter_02	sld0007	75	13	0.1733
sam0019	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.258812016449585	0.409330551048052	-0.349108651358591	4	MBRT_day2	48	Mutter_02	sld0007	75	13	0.1733
sam0020	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0426537514891948	0.214142624579107	-0.0710436341331459	10	SBRT_day2	48	Mutter_02	sld0007	75	13	0.1733
sam0021	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.421246765444031	0.251457389777079	-0.498309810209591	4	Control	48	Mutter_02	sld0008	75	13	0.1733
sam0022	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.117381867214962	0.270097302304553	-0.191482112482674	13	MBRT_day2	48	Mutter_02	sld0008	75	13	0.1733
sam0023	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	AMS	-0.0685392712180952	0.459240600205789	-0.193141556385685	13	SBRT_day2	48	Mutter_02	sld0008	75	13	0.1733
sam0012	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.51362944231449	0.0398360454241367	0.502855045272861	18	Control	48	Mutter_02	sld0005	75	13	0.1733
sam0013	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.514031610532141	0.0421424026781005	0.510686026592707	37	MBRT_day2	48	Mutter_02	sld0005	75	13	0.1733
sam0014	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.491527313266444	0.0285764503822344	0.494697773064687	15	SBRT_day2	48	Mutter_02	sld0005	75	13	0.1733
sam0015	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.519629363213669	0.0314259941943904	0.515865894444898	33	Control	48	Mutter_02	sld0006	75	13	0.1733
sam0016	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.51448459635098	0.0288609336139158	0.514519944530549	15	MBRT_day2	48	Mutter_02	sld0006	75	13	0.1733
sam0017	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.519699812382739	0.0473557930788935	0.519699812382739	2	SBRT_day2	48	Mutter_02	sld0006	75	13	0.1733
sam0018	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.554123501101232	0.0726917544241884	0.556223998694836	6	Control	48	Mutter_02	sld0007	75	13	0.1733
sam0019	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.503466840688474	0.0543464448427313	0.489313973407293	4	MBRT_day2	48	Mutter_02	sld0007	75	13	0.1733
sam0020	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.530353209886614	0.0222322027340578	0.536972836283547	10	SBRT_day2	48	Mutter_02	sld0007	75	13	0.1733
sam0021	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.493739293580227	0.0154332952983016	0.488681784811159	4	Control	48	Mutter_02	sld0008	75	13	0.1733
sam0022	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.523514905846254	0.0337446429700702	0.513867362753895	13	MBRT_day2	48	Mutter_02	sld0008	75	13	0.1733
sam0023	Neutrophils	HALLMARK_CHOLESTEROL_HOMEOSTASIS	MSigDB_Hallmark	exploratory	UCell	0.529130874020343	0.0446741720221351	0.515090953585121	13	SBRT_day2	48	Mutter_02	sld0008	75	13	0.1733
sam0012	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.0103786413052174	0.227505651896905	0.00370255879648926	18	Control	48	Mutter_02	sld0005	139	28	0.2014
sam0013	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.0144359816605879	0.219996455295582	0.00289809479495112	37	MBRT_day2	48	Mutter_02	sld0005	139	28	0.2014
sam0014	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.153525841428508	0.323315907886648	0.0339356439930005	15	SBRT_day2	48	Mutter_02	sld0005	139	28	0.2014
sam0015	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.0641924587466664	0.250036768681376	-0.105116910560666	33	Control	48	Mutter_02	sld0006	139	28	0.2014
sam0016	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.0738675191356767	0.24110383636764	-0.144119237174159	15	MBRT_day2	48	Mutter_02	sld0006	139	28	0.2014
sam0017	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.106911447822754	0.235248318829953	-0.106911447822754	2	SBRT_day2	48	Mutter_02	sld0006	139	28	0.2014
sam0018	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.0520272644175836	0.251754467705089	-0.0484916534069878	6	Control	48	Mutter_02	sld0007	139	28	0.2014
sam0019	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.158623975434092	0.525012525884254	0.0664840042578387	4	MBRT_day2	48	Mutter_02	sld0007	139	28	0.2014
sam0020	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	0.160176309364301	0.27069296021515	0.0463335603250299	10	SBRT_day2	48	Mutter_02	sld0007	139	28	0.2014
sam0021	Neutrophils	HALLMARK_COAGULATION	MSigDB_Hallmark	exploratory	AMS	-0.183527775805589	0.332094815214457	-0.339695028634659	4	Control	48	Mutter_02	sld0008	139	28	0.2014
